date,USDMXN,USDTRY,USDILS,USDCNH,USDCNY,USDSGD,USDHKD,USDBRL,USDTWD,USDZAR,USDPLN,USDHUF,USDCZK,USDRUB,USDEUR,USDGBP,USDTRL,USDMAD,USDSOS,USDCHF,USDCAD,USDCOP,USDPEN,USDARS,USDNOK,USDDKK,USDNZD,USDAUD,USDKRW,USDCLP,ARSUSD,ARSCNY,ARSBRL,ARSRUB,ARSEUR,ARSGBP,ARSCHF,ARSCAD,ARSAUD,AUDUSD,AUDTRY,AUDILS,AUDCNY,AUDSGD,AUDHKD,AUDKRW,AUDBRL,AUDTWD,AUDZAR,AUDPLN,AUDHUF,AUDCZK,AUDRUB,AUDEUR,AUDGBP,AUDCHF,AUDCAD,AUDARS,AUDNOK,AUDDKK,AUDNZD,BRLUSD,BRLCNY,BRLKRW,BRLRUB,BRLGBP,BRLCHF,BRLCAD,BRLCLP,BRLEUR,BRLARS,CADMXN,CADUSD,CADTRY,CADILS,CADCNY,CADSGD,CADHKD,CADKRW,CADBRL,CADTWD,CADZAR,CADPLN,CADHUF,CADCZK,CADRUB,CADEUR,CADGBP,CADMAD,CADCHF,CADCOP,CADARS,CADNOK,CADDKK,CADNZD,CADAUD,CHFMXN,CHFUSD,CHFTRY,CHFILS,CHFCNY,CHFSGD,CHFHKD,CHFKRW,CHFBRL,CHFZAR,CHFPLN,CHFHUF,CHFCZK,CHFRUB,CHFEUR,CHFGBP,CHFCAD,CHFNOK,CHFDKK,CHFNZD,CHFAUD,CLPUSD,CNHUSD,CNHHKD,CNYUSD,CNYCNH,CNYSGD,CNYHKD,CNYKRW,CNYTWD,CNYRUB,CNYEUR,CNYGBP,CNYCHF,CNYCAD,CNYNZD,CNYAUD,COPUSD,COPILS,COPEUR,COPPEN,COPARS,CZKUSD,CZKPLN,CZKHUF,CZKRUB,CZKEUR,CZKGBP,CZKCHF,DKKUSD,DKKCNY,DKKRUB,DKKEUR,DKKGBP,DKKCHF,DKKNOK,EURMXN,EURUSD,EURTRY,EURILS,EURCNH,EURCNY,EURSGD,EURHKD,EURKRW,EURBRL,EURTWD,EURZAR,EURPLN,EURHUF,EURCZK,EURRUB,EURGBP,EURTRL,EURMAD,EURSOS,EURCHF,EURCAD,EURCOP,EURPEN,EURARS,EURNOK,EURDKK,EURNZD,EURAUD,EURCLP,GBPMXN,GBPUSD,GBPTRY,GBPILS,GBPCNY,GBPSGD,GBPHKD,GBPKRW,GBPBRL,GBPTWD,GBPZAR,GBPPLN,GBPHUF,GBPCZK,GBPRUB,GBPEUR,GBPMAD,GBPCHF,GBPCAD,GBPCOP,GBPCLP,GBPARS,GBPNOK,GBPDKK,GBPNZD,GBPAUD,HKDUSD,HKDCNH,HKDCNY,HKDSGD,HKDKRW,HKDTWD,HKDZAR,HKDEUR,HKDGBP,HKDCZK,HKDRUB,HKDCHF,HKDCAD,HKDNZD,HKDAUD,HUFUSD,HUFEUR,HUFGBP,HUFCHF,ILSUSD,ILSRUB,ILSEUR,KRWUSD,KRWCNY,KRWHKD,KRWBRL,KRWTWD,KRWRUB,KRWEUR,KRWGBP,KRWCAD,KRWAUD,MADUSD,MADILS,MADZAR,MADRUB
2014-05-18,1,6,33,9,10,22,16,12,12,6,17,33,26,2,16,8,0,0,0,7,12,21,0,24,12,0,29,15,56,17,0,0,0,0,0,0,0,0,0,41,0,0,37,31,27,0,0,21,0,0,45,0,0,28,11,33,16,42,0,0,35,43,0,0,0,43,0,24,0,0,0,33,14,0,0,28,0,0,46,0,0,0,40,0,0,0,10,21,0,46,0,71,45,0,0,0,0,4,0,0,0,0,0,0,0,60,0,15,0,0,11,65,38,0,0,0,0,0,0,0,23,0,53,29,0,0,0,0,0,0,0,0,0,29,0,48,18,35,0,57,0,0,0,0,0,36,0,0,0,0,0,0,15,31,23,28,32,32,26,45,35,31,27,21,32,31,13,4,9,0,56,41,4,23,31,45,0,23,33,22,56,0,0,6,0,33,23,4,3,31,56,0,11,8,18,0,12,4,0,18,9,0,48,0,13,23,18,23,22,0,0,0,0,25,0,0,64,72,0,0,0,0,0,58,0,0,71,45,0,52,22,0,0,0,0,0,0,0,0,0,0,18,35,0
2014-05-25,2,10,19,13,14,13,10,14,9,5,9,37,18,2,16,8,0,0,0,11,12,19,0,51,11,15,24,17,46,0,0,0,0,0,0,0,0,0,0,34,0,0,39,61,28,45,0,0,33,0,0,0,0,50,10,18,18,59,0,0,43,70,0,0,0,0,0,35,0,40,0,0,20,0,0,0,33,0,0,0,40,0,0,0,0,0,11,0,0,60,53,47,0,0,0,40,0,12,0,0,0,63,35,0,0,0,7,12,0,0,0,24,0,0,0,0,0,0,0,60,22,0,56,25,0,30,0,40,0,0,0,0,0,35,61,25,25,36,0,45,0,0,0,0,0,37,0,0,38,87,0,0,21,30,24,0,0,34,0,24,0,37,28,22,29,47,8,3,9,0,0,43,4,22,25,40,38,19,17,23,20,0,32,5,24,33,16,9,3,0,29,0,6,17,29,0,0,4,0,12,8,0,0,0,16,0,14,27,0,0,29,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41
2014-06-01,3,6,49,17,7,20,16,14,0,8,25,37,18,1,22,12,0,0,0,12,19,0,0,0,19,25,0,14,62,18,42,0,0,0,0,0,0,0,0,41,13,0,23,37,26,0,0,0,0,0,48,0,0,46,9,18,27,0,0,47,55,29,0,0,0,62,0,51,0,81,0,0,14,0,0,59,0,0,48,0,40,42,0,0,0,0,18,30,0,26,0,31,0,0,0,0,74,11,0,35,0,0,0,0,0,0,7,12,0,0,5,24,34,25,0,0,28,0,0,0,20,0,56,14,0,30,0,40,37,0,0,0,0,0,60,25,17,0,0,0,0,0,0,0,0,50,0,0,38,0,0,0,0,39,30,30,0,68,27,40,37,34,0,37,21,43,10,4,12,0,45,0,5,32,25,54,0,20,17,31,51,0,0,6,0,31,19,11,6,0,39,0,12,8,34,42,0,6,0,13,10,0,0,0,0,24,33,30,0,0,0,0,36,0,0,0,0,0,0,81,32,0,41,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,37,61,0
2014-06-08,2,7,35,13,11,16,12,13,0,13,22,29,21,2,17,4,0,28,0,9,14,19,0,34,17,17,21,18,49,18,0,0,0,0,0,0,50,0,0,47,13,65,22,29,30,45,37,0,38,0,35,0,0,46,9,30,41,0,0,0,31,26,0,0,0,0,42,27,0,0,0,0,15,0,0,44,0,22,49,0,0,0,0,0,0,0,17,22,0,0,0,69,0,0,0,0,0,8,36,0,0,0,35,0,0,0,7,0,0,0,3,48,41,25,0,0,0,0,0,0,14,81,0,46,0,0,0,41,0,0,0,0,0,35,31,26,17,53,0,0,0,0,0,0,0,0,0,0,78,65,0,0,21,31,15,34,67,0,23,25,0,26,28,12,37,43,8,3,10,0,0,44,2,28,0,52,0,40,23,53,39,57,0,7,19,0,0,8,5,32,59,0,8,0,43,31,11,7,0,21,16,0,0,0,14,0,18,23,24,0,30,30,37,0,0,0,0,0,0,0,32,0,61,46,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,30,0
2014-06-15,2,11,26,4,8,17,15,23,15,8,18,84,21,1,28,6,0,27,0,10,17,18,19,26,25,27,21,14,20,36,0,0,0,0,0,0,0,0,0,45,13,0,0,33,33,0,0,16,0,0,0,0,0,51,19,20,32,60,0,47,56,58,0,61,0,46,0,26,0,41,0,0,19,0,24,0,0,61,0,0,0,0,0,46,0,30,0,33,0,26,0,43,0,0,0,40,0,13,49,0,0,32,48,0,38,0,12,12,0,0,3,35,41,0,0,0,0,0,31,0,32,0,0,20,0,31,0,0,0,0,0,0,0,0,0,28,22,73,0,0,0,0,20,0,97,43,0,0,0,0,0,61,21,30,38,30,38,17,36,30,0,37,0,27,40,35,11,2,10,0,0,50,6,34,0,34,53,61,32,18,54,33,0,7,16,31,22,9,9,0,50,0,13,17,29,0,0,7,0,25,22,0,0,0,28,0,24,23,18,0,0,23,0,24,0,0,0,0,0,0,0,0,31,46,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,34,0
2014-06-22,1,7,58,11,9,17,11,13,8,8,32,29,54,1,14,7,0,0,0,7,17,17,0,26,25,17,42,21,45,18,0,0,0,0,0,0,44,0,0,35,27,0,0,15,53,0,0,16,0,0,0,0,0,42,7,31,13,0,0,0,49,35,0,0,0,0,0,48,0,42,63,0,18,0,0,0,59,26,50,0,0,0,86,41,0,40,10,26,47,26,0,43,0,0,54,0,0,6,36,0,0,32,41,0,0,0,8,0,0,61,0,0,41,0,0,0,29,0,0,0,18,0,0,46,0,41,0,41,0,0,0,0,0,0,0,38,13,37,0,46,66,0,20,58,0,37,0,0,0,0,0,0,0,31,29,30,69,35,32,15,42,31,0,14,13,33,9,2,10,0,45,44,3,28,25,36,0,28,26,23,42,33,0,7,33,63,17,6,7,87,59,37,10,9,20,0,11,6,0,12,18,0,0,0,0,25,28,16,18,0,15,0,49,0,45,0,0,0,0,0,43,0,31,0,0,52,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,22,37,0
2014-06-29,3,6,36,7,6,21,28,13,8,9,10,18,21,1,28,3,0,0,0,9,21,17,19,26,34,0,32,24,64,18,0,0,0,0,0,0,0,0,0,42,0,0,23,26,31,0,0,17,0,0,0,0,0,30,11,21,31,45,43,0,22,27,0,61,0,0,0,41,0,0,0,0,11,0,0,30,0,42,0,0,0,0,59,0,0,0,12,23,0,26,0,45,0,0,0,41,0,7,0,0,0,32,0,0,0,0,10,25,0,0,3,24,0,0,0,0,0,0,0,0,12,0,0,31,0,42,0,0,0,0,62,0,0,0,0,60,14,74,30,0,0,0,0,0,0,0,0,0,40,66,0,0,16,27,21,35,0,20,15,16,38,34,0,13,13,66,0,6,11,0,0,0,3,29,29,28,40,62,18,29,53,34,0,9,0,42,17,9,6,0,40,38,20,25,44,32,0,6,0,12,22,0,0,61,14,25,18,25,28,0,0,0,0,34,0,43,35,0,0,0,0,0,31,0,47,72,0,43,0,0,23,0,0,0,0,0,0,0,0,0,0,19,38,0
2014-07-06,3,5,39,11,7,23,20,15,20,4,9,37,18,1,21,7,74,32,0,5,17,29,19,26,34,0,0,20,49,18,0,0,0,0,0,0,50,0,0,40,0,0,0,33,22,0,37,16,38,0,0,0,0,35,13,20,26,0,0,0,22,40,0,0,0,0,0,81,57,41,0,0,13,0,0,0,0,33,0,0,0,0,43,0,0,0,10,0,0,53,0,41,0,0,0,41,0,6,55,0,0,32,0,0,38,0,7,0,0,0,3,24,0,0,0,0,28,0,0,0,12,0,0,20,0,41,0,0,0,0,61,0,0,0,62,26,19,49,0,46,0,0,0,0,0,0,0,0,0,66,0,0,20,25,25,0,44,17,41,14,56,23,0,21,22,25,16,5,10,0,0,0,4,18,0,0,39,36,18,24,29,67,0,6,16,47,19,6,5,0,30,37,18,14,37,0,0,5,41,15,14,0,0,0,21,0,28,18,37,0,0,26,37,0,0,0,68,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,84,0,100,0,0,0,0,0,43,19,34,0
2014-07-13,1,7,20,8,5,29,13,9,19,6,26,22,18,2,30,10,0,37,0,8,21,29,0,0,20,15,36,15,37,21,0,0,0,0,0,0,44,0,0,32,27,0,23,38,23,46,37,0,0,0,0,0,0,34,7,0,20,45,0,0,56,27,0,0,0,0,0,24,0,0,0,0,18,0,0,30,0,0,0,0,0,0,43,0,0,0,10,0,0,39,0,52,0,0,0,40,0,9,0,48,0,0,0,0,38,0,9,0,0,0,6,33,30,0,0,0,0,0,0,23,24,0,0,32,0,0,0,41,0,0,0,0,99,0,62,52,18,37,0,61,0,0,20,59,0,38,0,0,53,0,0,0,0,32,39,44,0,35,22,30,0,63,0,13,19,29,0,3,12,0,45,0,3,29,0,41,0,24,20,23,34,0,38,6,18,94,17,9,7,33,0,100,11,10,17,43,11,5,41,20,29,0,0,0,14,0,14,19,22,33,15,23,0,28,0,0,0,0,0,0,66,0,31,53,0,0,100,0,0,0,26,0,0,0,77,0,0,0,0,0,0,19,31,0
2014-07-20,1,7,21,9,6,23,25,10,11,7,10,18,25,4,16,9,0,0,0,8,17,34,0,35,34,15,21,16,27,0,0,0,0,0,0,0,43,0,0,34,18,49,23,21,54,0,100,0,0,0,36,70,43,43,11,18,38,0,0,0,56,27,0,0,0,0,0,41,0,0,0,0,13,0,0,30,40,0,57,0,0,0,0,0,0,0,0,23,0,30,0,43,0,0,0,41,75,7,0,0,0,65,0,0,0,0,0,21,0,0,4,24,0,0,0,0,29,0,42,0,49,81,0,16,0,0,0,42,0,0,0,78,0,31,31,26,18,42,0,0,68,0,20,0,0,51,0,0,40,0,0,0,21,29,41,0,0,30,19,16,0,29,0,21,7,57,8,6,9,0,46,0,3,45,0,41,0,16,24,23,42,45,0,6,19,54,17,9,6,0,0,0,7,9,19,0,11,7,0,14,20,0,0,0,21,24,22,12,38,0,15,47,37,25,0,0,0,0,0,0,33,0,0,0,0,0,0,43,0,0,0,0,49,0,0,0,0,0,0,0,0,19,31,0
2014-07-27,2,12,23,11,7,24,12,16,8,9,18,42,19,4,17,8,0,0,0,9,21,23,19,57,25,20,24,8,34,27,44,0,0,0,0,0,44,0,0,31,0,0,0,38,29,0,0,17,0,0,0,0,0,34,7,31,31,91,0,0,47,54,0,0,0,0,0,53,0,0,0,0,13,0,50,60,0,23,0,0,41,58,0,0,0,0,10,0,0,49,0,35,0,0,0,0,0,13,37,0,0,66,0,0,0,0,9,0,0,0,4,25,41,26,0,0,0,0,0,0,18,0,0,52,27,31,0,42,0,0,0,0,0,62,47,35,17,38,30,53,0,0,0,0,0,0,0,0,0,0,0,47,18,32,25,34,0,0,32,25,0,34,0,25,16,44,14,5,8,0,0,0,3,23,0,41,40,51,30,58,47,0,0,7,19,64,0,10,3,0,45,0,5,0,32,0,0,7,0,19,16,0,0,0,29,24,36,15,18,0,15,30,0,0,0,0,0,0,0,0,0,0,41,0,62,52,0,0,0,0,25,0,0,0,0,0,53,0,0,0,0,26,23,0
2014-08-03,1,15,20,20,9,26,17,15,12,8,28,49,29,3,16,9,0,0,0,8,22,20,19,27,22,16,22,0,24,19,0,0,0,0,0,0,0,0,0,35,26,0,0,30,26,0,0,0,0,0,0,0,0,27,16,37,19,0,0,0,42,56,0,0,0,0,0,25,0,0,0,0,11,0,0,57,36,24,0,0,0,0,0,0,0,31,18,32,0,27,0,36,0,0,0,0,0,11,0,0,0,34,37,0,0,0,7,17,0,0,0,25,0,0,0,0,0,0,37,0,29,0,59,37,0,0,43,49,0,0,0,0,59,37,0,27,7,39,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,36,24,23,31,39,18,30,19,17,50,25,5,12,0,0,53,3,15,0,55,0,21,0,33,36,47,47,6,26,43,46,9,10,35,34,0,13,20,24,0,0,9,0,16,17,0,0,47,34,0,26,7,17,0,16,24,0,26,0,48,47,0,0,0,34,0,32,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,36,0
2014-08-10,3,11,42,17,5,37,12,8,9,6,22,37,20,2,29,8,0,0,0,7,13,31,0,0,21,0,24,24,36,36,0,0,0,0,0,0,0,0,0,32,0,0,0,42,38,0,43,0,0,0,0,0,0,35,15,0,9,45,0,0,37,27,74,0,0,0,0,52,0,41,0,30,16,0,0,30,0,34,0,0,0,49,0,0,0,0,11,0,0,26,54,32,0,0,54,0,0,6,0,0,0,43,71,0,38,0,7,12,0,0,3,28,0,100,0,0,0,0,31,0,12,0,57,21,0,31,0,0,0,0,0,0,49,31,0,26,18,37,0,0,100,0,0,0,0,38,0,0,39,0,0,0,24,30,23,60,0,17,27,35,37,16,0,12,24,51,9,1,9,0,0,0,5,32,0,27,0,17,20,40,32,0,0,7,16,0,18,9,13,0,30,0,18,17,30,0,11,5,41,15,12,0,0,0,0,0,18,21,32,33,0,30,37,24,0,0,34,0,0,0,0,0,0,46,62,0,0,0,0,0,34,0,49,0,0,0,0,0,0,0,0,26,27,55
2014-08-17,2,13,38,14,4,24,9,14,14,6,22,32,33,2,22,7,73,0,0,10,19,28,0,0,37,17,21,14,13,18,0,0,0,0,0,0,49,0,0,30,20,0,23,37,17,0,36,16,0,0,0,0,0,33,12,53,16,0,0,0,40,40,0,0,0,0,0,43,0,0,0,0,18,0,0,54,0,22,0,0,40,0,0,0,0,0,15,22,0,26,0,31,0,0,0,40,0,6,0,61,0,0,0,0,37,0,7,12,0,0,7,24,0,25,0,0,56,0,31,0,36,59,0,30,0,0,0,40,0,0,0,76,0,41,41,29,14,49,29,0,0,0,0,0,0,49,84,0,0,0,0,46,16,32,34,30,0,17,36,54,49,28,0,0,16,58,10,4,8,0,45,0,4,36,0,0,0,52,25,28,28,33,0,8,21,0,17,6,12,33,0,0,14,10,17,0,14,5,0,20,12,52,0,0,20,0,25,26,16,0,15,23,36,24,0,0,0,100,0,0,0,50,0,0,0,0,0,42,0,0,0,0,73,0,0,0,0,0,0,0,0,19,34,0
2014-08-24,2,9,61,8,7,18,17,8,7,3,30,28,17,3,29,8,0,27,0,10,21,24,18,0,15,14,22,8,19,52,0,0,0,0,0,0,0,0,0,34,24,0,32,16,0,0,36,0,0,0,0,0,0,41,6,29,15,0,0,0,36,34,0,0,0,0,0,39,0,0,0,0,15,0,0,0,28,0,0,0,0,0,56,39,0,0,10,25,0,25,0,30,0,0,0,0,0,9,35,68,0,31,0,0,0,0,0,12,0,0,0,25,0,0,0,0,27,41,0,0,0,0,55,20,0,0,0,0,0,0,0,0,95,40,0,100,15,0,0,0,0,0,19,0,0,36,0,0,43,0,0,0,0,34,24,44,0,34,26,40,72,23,0,12,18,28,11,3,13,0,0,0,9,21,24,35,0,39,17,46,35,86,0,6,16,0,32,13,4,0,33,0,11,9,29,41,14,5,40,19,14,0,0,0,0,47,38,15,0,32,44,38,0,24,0,54,0,0,57,0,31,0,0,0,59,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,18,23,0
2014-08-31,2,8,53,10,6,30,11,14,18,3,31,26,20,5,38,10,0,0,0,12,19,27,18,0,35,14,43,23,25,17,0,0,0,0,0,0,41,0,0,33,15,62,0,25,16,0,0,21,85,0,0,0,0,52,11,17,26,42,0,0,29,0,0,78,0,0,0,0,0,0,0,0,10,56,0,0,56,32,0,0,0,0,41,0,0,28,24,21,45,49,0,49,0,0,68,38,0,7,0,0,0,30,45,0,0,0,12,12,0,0,3,31,0,41,0,0,27,0,39,0,0,0,54,23,0,0,0,0,0,0,0,0,0,0,39,25,16,47,38,0,0,0,0,0,0,36,0,0,50,0,0,0,30,39,40,52,32,16,52,42,0,27,0,26,8,41,11,6,11,0,0,0,6,27,0,23,0,35,29,25,39,0,0,9,15,0,16,14,8,0,37,35,9,16,47,30,21,8,0,19,25,0,0,0,20,0,28,17,35,0,14,25,0,23,0,0,42,0,56,68,0,48,39,59,44,49,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,18,64,0
2014-09-07,2,13,60,10,10,30,16,17,14,9,17,38,0,3,35,15,0,26,0,14,22,21,18,32,31,32,20,14,40,37,0,0,0,0,67,0,54,0,0,57,25,0,85,35,39,0,0,0,0,0,33,0,0,55,15,19,28,0,0,0,17,29,0,0,0,0,0,29,0,0,0,0,11,0,26,0,28,32,0,0,0,0,41,100,0,37,17,0,0,24,0,32,0,0,0,50,0,10,0,33,53,30,34,0,0,0,8,0,75,0,4,23,29,24,0,0,0,0,29,0,21,0,54,17,0,0,0,39,0,0,76,0,0,0,57,49,21,0,0,0,0,0,0,0,0,35,0,0,0,0,61,0,15,36,16,28,0,49,34,17,71,26,27,24,18,69,0,5,14,0,55,41,5,40,23,51,0,30,17,32,63,32,0,13,0,38,25,21,12,35,0,0,13,8,23,0,18,9,0,26,24,0,0,0,18,0,50,27,17,0,28,61,0,26,0,39,32,0,0,0,0,0,0,0,57,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,18,32,0
2014-09-14,2,11,26,10,9,52,14,17,25,9,27,30,34,4,34,15,0,0,0,11,20,27,50,24,35,14,36,15,22,51,53,0,0,0,0,0,41,0,0,72,13,0,21,46,54,0,0,23,0,29,0,0,0,47,29,38,32,56,0,60,32,28,0,0,0,0,0,25,0,0,0,0,11,0,23,28,0,36,0,0,38,40,54,0,0,0,9,0,44,36,0,56,0,0,50,0,93,8,0,33,39,0,0,0,36,90,0,15,0,0,4,26,0,35,69,0,27,0,29,0,16,0,0,26,0,0,0,0,0,0,0,0,0,31,29,41,15,34,37,0,0,0,0,0,0,0,0,0,37,81,0,0,22,34,23,48,32,32,47,45,0,22,0,13,15,37,11,7,14,0,0,47,5,36,0,22,0,26,17,37,58,0,0,16,15,58,31,19,11,0,32,35,10,14,35,0,18,10,55,21,26,64,0,0,24,39,50,34,22,0,0,49,0,0,0,0,32,0,0,0,0,63,43,43,0,0,0,39,0,0,21,0,0,0,0,0,0,0,0,0,40,18,20,0
2014-09-21,3,11,46,7,9,36,11,20,10,7,15,16,0,5,35,9,0,0,0,15,23,78,0,32,27,14,19,27,15,25,0,0,0,0,0,0,0,0,85,60,21,0,42,46,72,0,46,18,31,0,100,0,0,35,18,17,21,42,39,45,26,54,0,0,0,0,0,55,52,66,0,0,13,0,23,0,0,42,0,0,0,0,0,38,0,0,25,0,0,36,50,64,0,0,0,0,0,12,34,0,0,0,33,0,0,0,0,15,74,0,4,23,0,27,0,0,0,0,29,0,24,0,0,18,0,0,0,38,0,0,0,72,0,0,43,48,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,23,0,42,29,12,27,0,19,0,17,17,42,10,5,13,0,42,41,4,34,23,32,0,45,18,32,48,31,31,8,17,0,21,10,6,31,63,46,15,12,16,39,0,10,43,25,15,0,0,0,18,22,46,30,26,0,21,21,68,39,0,39,0,0,0,0,0,0,28,0,0,0,0,0,0,0,57,0,45,0,0,0,0,58,0,0,0,18,32,52
2014-09-28,2,20,26,14,7,55,31,24,19,8,19,30,23,5,39,4,0,0,0,13,17,32,0,42,39,32,45,19,22,31,47,0,0,0,0,0,0,0,0,65,0,0,39,43,66,58,35,21,32,0,0,0,0,44,6,29,19,0,0,0,44,29,0,0,0,0,0,22,0,39,0,0,17,75,23,0,38,21,0,43,0,0,41,0,0,38,21,42,0,0,0,67,0,0,0,0,0,10,0,0,0,41,33,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,0,11,0,53,20,0,0,52,0,0,0,0,0,46,29,29,42,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,43,31,43,0,32,30,47,70,27,0,20,18,45,13,4,14,0,0,0,4,27,0,45,100,47,18,38,51,32,42,8,0,0,18,14,11,0,0,47,9,9,16,40,24,8,0,19,16,49,0,0,15,23,40,32,33,0,21,43,0,23,0,0,32,0,56,68,0,0,29,0,0,0,0,40,0,0,43,0,46,0,0,0,0,0,0,0,0,18,32,79
2014-10-05,3,22,53,10,8,43,24,17,8,9,21,44,19,5,49,11,0,26,0,12,24,31,17,0,31,21,34,26,22,31,40,0,0,0,90,0,0,79,86,55,0,0,36,39,33,0,0,0,0,0,0,0,40,39,11,17,25,71,0,0,32,36,0,0,0,0,0,22,0,38,0,0,22,0,0,28,29,42,0,0,37,40,0,75,0,0,11,21,0,25,68,48,0,0,100,0,69,9,46,0,53,34,0,0,35,0,6,0,0,0,0,30,28,46,0,0,26,54,29,0,19,0,0,33,0,0,0,0,0,0,0,0,0,0,0,24,26,79,28,43,0,0,0,0,0,0,0,0,36,0,0,0,25,41,21,28,32,16,47,26,0,32,0,29,17,48,8,5,11,40,42,0,4,30,0,22,0,15,25,44,46,0,0,7,17,29,31,13,10,0,0,0,9,9,32,30,27,5,0,14,15,0,0,0,19,26,27,24,45,0,14,32,0,0,0,78,31,0,0,0,30,0,28,0,43,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,18,19,0
2014-10-12,3,12,65,7,7,28,21,17,12,10,21,30,17,6,35,9,0,0,0,15,24,21,0,0,31,16,19,30,29,19,0,0,0,0,0,0,0,0,0,51,0,0,28,46,41,0,34,0,36,0,0,0,39,54,17,44,10,0,0,0,40,42,0,0,0,0,0,40,0,38,0,0,26,0,0,54,39,36,0,0,0,0,0,37,0,0,19,21,43,0,0,52,0,0,0,37,0,15,0,0,38,59,0,0,35,0,8,0,0,0,6,44,0,23,0,0,0,0,0,0,11,74,0,22,0,28,0,0,34,0,0,0,0,0,38,48,20,0,0,0,0,0,21,0,0,34,0,0,72,0,0,56,22,41,14,28,31,0,70,13,46,19,26,15,10,40,19,4,12,0,55,0,5,22,0,50,0,45,22,16,31,31,0,8,15,0,23,12,8,0,31,0,13,13,16,50,10,7,0,20,11,0,0,0,0,25,23,18,22,0,0,21,0,22,0,0,31,70,0,88,30,0,32,84,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,53,0,50,38
2014-10-19,3,19,39,6,4,28,9,17,14,6,15,15,19,6,29,10,0,44,0,9,15,34,17,24,15,18,29,26,27,25,40,0,0,0,0,0,0,0,0,36,12,0,0,23,45,0,0,15,0,0,0,0,0,35,0,16,17,0,0,0,37,28,0,0,0,42,0,32,0,0,0,0,18,0,30,0,31,21,0,37,0,0,0,0,0,0,14,21,50,0,0,58,0,29,0,49,0,7,38,0,0,0,0,57,0,59,13,15,0,42,3,44,0,69,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,15,0,36,0,0,0,0,0,66,0,0,0,0,0,60,0,14,31,14,31,31,0,42,13,34,19,35,17,20,37,11,7,8,0,41,0,4,20,0,64,0,26,49,31,26,0,0,7,26,31,35,9,3,0,36,0,7,25,0,0,10,6,0,17,20,0,0,0,0,0,29,14,25,0,0,42,0,30,0,39,31,0,0,0,30,0,0,84,0,0,0,39,0,0,24,0,61,0,0,0,54,0,0,0,0,26,52,0
2014-10-26,3,11,71,7,7,31,15,41,18,7,20,22,18,14,19,7,0,29,0,8,18,23,0,24,24,27,33,13,15,16,0,0,0,0,66,0,40,0,0,37,0,49,31,38,64,0,0,0,31,28,0,0,52,27,6,0,13,0,39,0,17,44,0,0,0,0,0,48,52,51,0,28,21,0,22,0,27,0,0,49,0,0,53,0,100,27,21,0,0,26,0,24,88,0,0,0,0,8,45,0,0,34,0,0,35,44,8,15,0,0,5,0,0,35,0,0,0,0,0,28,11,0,57,26,33,0,0,0,0,0,57,0,0,0,28,24,12,0,0,0,61,0,0,0,0,35,0,0,48,0,0,0,14,40,18,55,0,24,20,18,34,57,0,26,15,23,21,12,9,0,0,40,5,14,31,25,36,37,16,16,40,0,0,7,30,97,17,4,6,0,27,0,12,9,16,0,10,5,0,17,11,0,0,0,53,22,23,16,21,30,14,24,58,22,0,39,0,0,0,0,0,0,38,42,42,0,0,0,0,0,21,0,52,0,0,0,0,0,0,0,0,20,34,38
2014-11-02,3,8,50,12,10,43,11,15,22,7,15,43,65,18,37,7,0,33,0,11,34,33,0,23,41,19,22,11,33,32,0,0,0,0,0,0,0,0,0,44,12,0,59,48,74,0,34,15,40,0,0,0,0,23,13,24,36,54,0,0,42,32,0,0,0,0,0,39,0,0,0,0,22,0,0,46,29,20,0,0,96,38,0,37,0,0,18,20,43,24,0,21,43,0,0,0,0,16,0,0,0,0,0,0,0,0,11,15,0,55,4,32,0,30,0,0,26,52,0,0,11,0,0,23,0,0,0,0,0,0,0,0,0,0,28,0,25,0,0,0,0,78,0,0,0,34,0,0,0,0,0,0,21,38,24,27,31,41,12,27,38,22,0,19,7,40,7,17,10,0,0,40,5,27,30,43,36,47,18,32,42,0,0,6,30,28,15,9,6,30,27,0,12,25,23,0,35,7,0,10,25,0,0,0,37,0,40,18,25,0,34,35,0,59,0,38,30,0,0,0,0,0,55,41,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,37
