,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296
252,2017-10-29,12,41,36,5,6,23,11,19,21,37,34,27,23,3,31,8,0,0,0,15,58,40,30,29,34,50,40,22,35,18,37,0,0,0,0,0,32,0,0,49,13,0,20,31,28,34,0,12,50,0,0,0,0,44,14,38,30,45,0,0,30,0,0,0,0,0,0,0,0,0,0,33,33,44,18,38,22,37,37,0,30,0,0,0,0,0,11,23,0,65,0,32,36,0,0,33,0,8,36,0,32,0,0,0,33,82,12,16,0,68,11,21,30,19,0,0,0,0,0,23,26,45,0,27,20,23,0,0,0,0,46,0,0,23,39,19,19,27,0,34,0,86,30,0,0,28,0,0,33,56,49,45,12,42,23,23,0,14,24,19,0,25,21,57,22,38,24,5,21,0,34,0,5,30,19,45,0,33,26,60,37,0,33,15,22,23,23,11,14,0,63,0,36,23,42,48,9,15,0,38,27,0,0,0,11,53,50,39,12,0,17,19,0,21,0,0,25,0,0,0,0,38,0,34,0,0,0,64,0,0,0,0,36,0,0,0,51,0,0,0,0,0,15,0,47,0,33,29,22,0,0,12,0,0,73,26,0,0,0,0,0,0,0,0,0,0,0,68,0,46,43,0,0,0,15,23,38,37,34,67,59,30,30,18,28,37,80,24,0,0,52,60,0,0,0,60
253,2017-11-05,7,38,35,9,8,28,19,19,8,31,59,52,23,2,34,7,0,0,0,17,47,33,60,43,24,36,45,37,36,24,0,0,0,0,0,0,42,0,0,43,17,0,33,27,48,0,0,0,37,0,0,0,0,18,14,24,52,0,0,35,23,29,0,0,0,0,42,69,0,30,0,30,21,0,0,22,29,42,36,0,29,63,32,0,0,22,8,17,0,31,39,52,0,0,40,78,0,6,0,0,0,31,0,0,0,35,6,0,0,0,4,33,22,0,72,0,0,31,0,17,20,0,42,26,0,0,0,0,0,61,0,0,36,0,33,19,45,0,0,0,49,0,15,0,0,28,0,0,38,49,0,34,23,39,41,67,0,26,23,25,55,29,0,30,21,29,8,3,16,0,0,33,5,42,21,30,0,18,24,46,40,25,24,11,35,0,12,11,9,28,29,0,16,20,28,0,8,9,0,15,21,0,0,0,10,0,55,33,17,0,33,17,31,21,33,82,25,0,0,0,0,0,23,0,0,0,0,31,0,0,18,0,0,0,0,0,50,0,0,0,0,14,45,0,35,0,41,0,23,0,0,0,0,0,54,13,0,0,0,0,0,21,0,0,0,34,0,64,0,39,61,19,0,27,14,22,44,55,33,46,33,15,15,40,25,0,0,49,0,0,0,0,0,0,33,0
254,2017-11-12,8,36,32,7,7,22,18,14,16,39,47,22,0,3,32,10,0,20,0,13,43,29,30,38,46,11,22,36,51,20,0,0,0,0,53,0,0,0,67,47,11,0,33,58,33,33,0,26,0,0,0,0,31,40,12,14,47,43,83,0,29,77,0,0,0,0,0,40,0,60,0,22,23,0,18,22,22,22,90,38,0,0,0,34,0,0,10,19,35,38,0,46,0,0,0,43,0,9,30,0,41,0,0,0,0,70,10,0,0,0,6,26,22,37,0,0,21,0,0,17,16,58,41,11,0,22,0,0,54,80,0,0,0,30,24,21,23,27,0,33,0,0,0,0,0,0,0,0,43,0,0,33,20,46,41,44,0,19,17,17,0,18,55,59,12,26,10,3,16,0,33,0,7,36,0,44,28,50,22,96,93,24,24,11,35,26,13,15,7,24,25,0,28,20,23,47,9,10,0,21,35,0,50,0,18,54,31,35,13,0,22,19,0,21,0,31,25,0,0,0,31,0,0,34,34,0,0,31,0,0,17,0,36,0,0,0,0,0,0,0,0,28,27,0,35,11,32,0,21,0,0,5,0,0,0,25,0,0,0,30,29,21,0,0,0,45,0,59,0,31,37,0,0,0,32,26,26,0,0,57,57,29,31,27,24,0,0,37,32,0,0,0,23,0,0,0
255,2017-11-19,7,57,50,6,9,30,18,9,16,40,38,39,15,2,29,7,55,0,0,16,37,36,45,28,37,11,22,22,39,27,42,0,0,0,0,0,0,0,68,35,28,36,34,43,42,0,0,12,27,23,26,0,31,40,16,45,45,66,0,0,39,0,0,0,0,0,0,23,41,0,0,0,20,44,0,38,22,50,36,29,39,31,43,0,0,22,9,19,35,55,46,83,0,0,0,79,0,8,46,26,0,24,0,0,28,0,7,0,0,0,3,20,0,21,54,45,21,0,0,22,18,0,0,19,0,23,0,40,0,0,0,0,0,0,41,33,23,36,0,45,49,0,15,43,0,27,0,0,0,0,0,34,13,43,50,0,0,32,17,33,0,38,21,53,28,32,11,4,15,0,0,32,6,39,0,44,0,77,22,69,76,25,0,10,42,26,25,10,7,0,33,0,24,11,36,35,9,9,30,23,22,51,0,0,19,18,31,30,12,0,33,19,27,0,0,34,0,0,0,0,0,0,22,34,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,0,35,11,16,29,18,0,0,8,0,0,0,13,0,0,0,15,0,21,0,0,64,39,0,66,0,24,69,0,0,36,19,34,34,36,33,53,31,22,26,38,24,0,0,31,0,0,45,0,0,0,0,0
256,2017-11-26,12,48,97,5,20,35,28,36,58,48,51,77,48,4,70,11,0,34,0,15,63,26,39,41,33,74,26,30,36,38,42,0,0,0,0,0,0,0,0,53,11,81,24,60,71,44,0,52,0,0,0,0,67,64,38,33,24,0,0,40,36,33,0,0,0,0,0,25,0,30,0,65,80,0,18,32,37,71,0,31,100,31,31,0,0,43,56,30,0,76,0,23,47,0,0,44,0,12,30,26,0,46,26,0,28,47,10,9,0,33,2,18,0,0,0,0,0,31,22,17,30,0,55,66,20,73,0,34,0,0,0,0,35,0,49,19,25,0,0,0,0,0,15,0,0,27,0,0,28,0,0,0,23,53,33,64,0,21,18,47,54,48,42,56,27,58,10,4,24,0,59,84,8,60,36,59,28,100,34,68,55,28,24,16,39,64,32,12,18,0,86,29,33,18,45,58,16,22,0,19,32,0,38,0,21,18,54,46,64,24,60,16,54,45,0,30,24,0,0,53,27,0,0,45,0,38,0,61,34,40,33,81,36,0,55,100,63,49,19,0,0,19,28,41,0,0,46,28,17,0,0,12,75,0,0,38,0,0,0,26,63,21,0,0,0,0,31,45,0,36,61,21,0,60,24,56,50,73,0,59,21,29,27,29,0,0,67,39,32,0,44,0,44,26,0,0
257,2017-12-03,10,42,78,5,17,36,28,37,100,42,36,70,15,4,100,20,0,30,0,13,67,43,32,42,29,100,28,48,49,13,46,0,0,0,71,0,64,0,0,73,10,79,74,80,100,45,0,71,27,0,0,59,0,81,61,48,32,0,0,0,39,50,0,90,0,46,42,38,0,87,0,91,100,58,0,64,44,79,0,39,34,64,0,30,80,0,71,61,0,72,40,42,36,0,46,40,0,7,27,0,0,0,26,0,38,0,7,9,0,45,5,26,0,0,0,0,0,36,0,0,39,0,56,57,100,91,0,73,32,0,52,0,41,31,25,19,25,27,22,0,0,0,23,57,0,0,0,0,0,55,0,0,0,50,44,48,0,0,27,37,28,22,77,30,37,73,30,3,29,0,34,85,6,63,28,53,29,93,26,63,100,25,24,17,44,34,40,14,27,74,22,47,30,36,51,51,16,40,30,25,31,39,0,0,16,39,18,51,100,33,100,45,40,46,0,34,54,0,64,0,0,100,30,0,58,0,0,68,0,0,61,100,48,76,56,68,61,100,26,0,0,16,50,0,47,12,21,0,17,0,0,5,64,0,0,44,0,0,87,39,53,43,0,0,0,0,32,72,49,0,99,58,0,96,14,23,35,44,33,40,26,20,22,27,25,0,79,22,43,0,0,0,46,35,34,0
258,2017-12-10,11,43,62,8,18,30,19,30,26,45,54,61,34,3,92,14,0,23,0,10,48,43,100,33,37,28,18,50,34,53,0,0,0,0,0,0,0,0,0,71,10,0,17,67,69,0,0,28,25,0,0,69,0,87,61,24,45,0,0,0,32,28,0,0,53,0,0,35,0,0,0,49,53,43,21,75,0,41,36,29,29,63,31,0,0,0,68,36,0,41,0,19,0,0,0,0,0,6,36,0,0,41,0,0,38,0,9,21,0,0,2,44,22,28,54,0,21,36,31,17,39,0,67,38,50,34,30,52,27,0,0,0,0,23,26,44,21,59,25,0,49,0,0,0,0,37,0,0,0,0,0,58,13,50,30,30,33,23,26,33,37,58,69,40,55,54,19,3,21,0,33,0,8,45,28,32,39,84,17,53,81,50,0,13,27,34,12,12,13,0,44,0,16,23,51,77,0,17,60,30,42,0,0,0,19,52,58,39,28,24,50,25,0,24,0,46,100,0,100,0,61,65,23,0,0,0,0,0,0,0,37,63,0,99,0,59,84,84,19,91,31,19,33,0,60,11,31,0,22,0,0,8,0,67,0,51,0,0,0,60,51,0,0,0,0,0,0,62,87,18,67,28,0,70,16,46,76,100,0,50,22,26,19,29,25,0,0,21,43,0,0,0,23,0,0,0
259,2017-12-17,14,34,86,6,4,25,16,26,27,93,62,72,36,2,84,14,0,21,0,15,51,41,88,36,25,45,35,38,33,71,33,0,0,0,0,0,0,0,0,55,10,0,32,51,56,0,0,36,29,0,36,0,0,100,47,35,23,0,0,49,54,35,0,0,0,0,0,36,0,42,0,60,35,0,0,25,0,38,0,30,41,33,33,0,0,23,82,44,37,43,0,18,40,0,0,82,0,10,0,0,0,0,0,0,0,37,11,10,0,35,3,18,0,19,56,0,22,0,0,0,14,0,43,16,21,35,0,54,0,0,81,60,0,0,24,23,30,0,23,0,0,0,21,0,0,0,0,0,0,0,0,71,26,42,28,33,26,33,24,27,0,32,88,69,53,67,13,2,19,0,34,34,7,50,19,26,30,56,22,26,80,26,51,11,25,27,19,8,7,0,41,0,36,31,72,35,8,13,31,13,20,0,0,0,12,53,44,45,14,25,69,23,37,21,0,32,26,0,46,0,45,39,0,35,0,53,76,32,0,0,100,62,43,100,0,53,74,63,34,0,0,0,37,32,37,0,16,0,21,0,0,8,0,0,0,39,46,0,0,73,100,25,39,0,0,0,0,62,0,19,65,29,0,100,15,67,39,73,35,39,15,43,30,23,34,43,0,30,0,0,0,0,32,37,0,83
260,2017-12-24,17,35,64,12,10,28,22,27,18,55,50,68,16,2,44,8,0,26,0,9,52,14,56,84,17,35,0,22,30,37,40,0,0,0,0,0,35,0,0,57,11,0,19,44,80,0,0,23,47,51,0,0,0,55,35,36,38,37,0,39,13,22,0,50,59,38,0,0,0,45,0,100,42,0,20,44,0,34,40,0,0,47,0,0,0,0,100,25,0,36,0,29,0,0,0,44,61,4,0,0,34,26,0,0,47,39,10,0,66,37,5,22,25,20,0,0,0,35,0,18,10,0,0,17,38,34,0,0,0,0,0,63,0,0,50,21,11,30,24,0,0,0,0,0,0,31,0,0,0,54,0,0,17,46,14,45,0,26,26,19,0,19,40,52,30,69,24,5,16,0,0,0,8,45,21,35,32,46,32,22,66,100,27,9,46,38,14,13,9,0,42,0,24,25,77,26,0,10,100,9,26,0,57,0,23,34,44,44,26,0,12,19,0,20,0,0,0,0,48,59,40,41,0,38,37,49,0,40,0,0,28,0,40,73,0,56,57,0,0,0,0,17,22,0,0,0,16,0,27,0,0,6,0,0,0,41,0,0,0,49,83,0,0,0,36,0,0,42,0,27,51,0,0,53,27,29,42,61,0,32,24,21,36,37,0,30,0,21,96,0,0,0,29,29,0,0
261,2017-12-31,9,12,79,0,18,33,52,12,46,45,39,90,56,3,38,5,0,0,0,8,30,51,76,80,0,0,0,100,74,0,0,0,0,0,0,0,0,0,0,30,0,93,0,22,55,0,0,100,0,0,0,0,0,81,21,0,56,0,0,0,78,0,0,0,0,0,0,53,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,57,31,51,0,100,0,91,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,49,0,0,32,52,60,0,100,0,0,0,0,0,0,0,0,100,83,0,0,0,0,82,0,0,0,0,0,0,0,0,0,36,37,21,58,0,38,30,27,0,45,100,24,32,68,15,3,19,0,0,0,5,18,0,79,0,43,0,61,46,65,0,12,32,0,32,15,12,0,57,0,26,33,86,99,0,9,0,28,21,0,100,0,0,0,100,51,31,64,29,0,0,100,0,0,0,0,0,0,0,0,0,88,0,100,0,82,0,0,44,0,0,0,0,0,100,0,100,0,0,0,24,81,0,0,37,0,20,0,0,27,0,0,0,100,0,0,0,100,87,0,100,0,84,0,0,56,0,47,66,100,0,94,0,58,60,76,0,32,0,0,39,31,0,0,0,16,0,0,0,0,59,0,0,0
