,date,beer,scotch,vodka,whiskey,wine,combined
899,2018-01-17,30.24,130.07,38.17,49.22,39.28,0
900,2018-01-18,28.67,89.85,71.78,43.67,25.05,0
901,2018-01-19,20.76,70.07,59.03,28.88,39.12,0
902,2018-01-20,17.8,73.74,118.6,202.58,41.37,0
903,2018-01-21,34.35,61.77,40.19,201.08,28.29,0
904,2018-01-22,38.44,75.66,63.52,89.83,39.0,0
905,2018-01-23,26.68,139.47,94.23,81.58,37.7,0
906,2018-01-24,23.43,81.41,41.55,31.33,37.44,0
907,2018-01-25,50.44,108.39,83.07,82.07,38.85,0
908,2018-01-26,31.18,103.03,58.25,40.85,41.18,0
909,2018-01-27,145.99,94.41,120.53,145.38,55.01,0
910,2018-01-28,36.4,86.94,93.83,82.7,46.83,0
911,2018-01-29,46.51,98.66,76.52,55.5,35.62,0
912,2018-01-30,36.76,51.71,105.94,104.55,42.83,0
913,2018-01-31,20.77,72.75,54.32,131.65,34.64,0
914,2018-02-01,37.0,102.61,54.07,38.26,20.95,0
915,2018-02-02,65.78,43.59,63.02,60.16,40.82,0
916,2018-02-03,27.92,87.89,57.74,29.89,32.35,0
917,2018-02-04,51.61,78.12,24.87,56.49,36.44,0
918,2018-02-05,36.92,37.51,46.73,53.84,23.6,0
919,2018-02-06,33.04,91.43,45.07,80.82,38.3,0
920,2018-02-07,23.88,89.27,42.14,56.6,59.69,0
921,2018-02-08,30.11,72.62,37.22,71.71,43.38,0
922,2018-02-09,45.14,66.55,44.55,86.41,24.22,0
923,2018-02-11,49.91,74.59,44.26,45.26,43.32,0
924,2018-02-12,43.47,82.38,42.62,33.45,34.02,0
925,2018-02-13,39.52,84.69,61.01,40.39,52.21,0
926,2018-02-14,37.82,68.9,49.24,36.35,43.28,0
